Sample#,LR,DT,RF,Kmeans,adj_Kmeans,adj_corr
10,0.3448773714125971,0.30842695952163,0.2665828540613008,0.6432567879651873,0.4241566323224252,0.5750000000000001
20,0.28657265374565855,0.25829082209761717,0.1991840009848521,0.48421487527622115,0.40265436764250667,0.71
30,0.25375293768965773,0.25625933580187354,0.19677139489248177,0.4304149994602195,0.375901596771592,0.767
40,0.1836082573767193,0.2088357490933314,0.18636473333599746,0.4305693405662935,0.3775212437381208,0.763
50,0.17542290596420335,0.20925779862926783,0.19276741129349143,0.3733558161571525,0.3554137064526003,0.851
60,0.16841622744781803,0.18145745990864123,0.15960079572776822,0.3597339740997878,0.3534914624395249,0.905
70,0.16725415188107778,0.1715439273441177,0.1486592569599216,0.371963559070605,0.3617624107435041,0.885
80,0.16878515663958243,0.1857082614334228,0.14937858496941928,0.3807498010715252,0.3669023433332409,0.875
90,0.16458532881069068,0.17517704864041828,0.14445028581781494,0.3705799811352227,0.3598809930837069,0.889
100,0.1650479219219034,0.16646472703333207,0.14387507156419407,0.37833488987580743,0.36312215271627735,0.874
110,0.1643328252775657,0.16149974290084346,0.1426682434201487,0.3881603274062702,0.36986330730827816,0.851
120,0.1568119506178448,0.17022493037320888,0.1446326830232912,0.36309783006900653,0.35070086172238635,0.885
130,0.15523297122593935,0.16221282835989673,0.1438831202654709,0.35186759407007207,0.34104695037724436,0.89
140,0.15307996226664616,0.16408268981334465,0.13718377881142238,0.3414538937486726,0.33349241761628606,0.9
150,0.15660079144073116,0.16587197064670933,0.13698213917077917,0.34916603978935834,0.3383724954585997,0.889
160,0.15477232130577967,0.17435176100929525,0.14043410511580506,0.33734979985841657,0.3303297475796657,0.907
170,0.1506023849783141,0.16334022404405835,0.13702218940169764,0.33617496494448745,0.32943081125441087,0.905
180,0.14934803540417077,0.16267213138437714,0.1343512621009594,0.33066528706994064,0.3255730818320198,0.91
190,0.14785854215020866,0.17130575003141008,0.13557837152766375,0.32367012022828273,0.31926533636075216,0.916
200,0.1457754217137884,0.170131616724883,0.13356202341785078,0.3167400935631223,0.3144275240387166,0.9410000000000001
210,0.1471389133743136,0.1617654256456055,0.13148079307549454,0.31476095123634246,0.3113289953532141,0.928
220,0.14620674072740963,0.1619876093733828,0.1310238612965047,0.3075133097520563,0.30622383185360136,0.9560000000000001
230,0.14631868425903008,0.16098351978162745,0.1332474979183056,0.3001364160953999,0.2999737553396859,0.981
240,0.1462359390966317,0.16006649378838078,0.13421152296955263,0.2876379279447599,0.2876379279447599,-1.0
250,0.14734305193723035,0.1606580311794365,0.132458145306496,0.27746114838570274,0.27746114838570274,-1.0
260,0.14714462774889145,0.15964601331056502,0.1354361650543093,0.27820157952028607,0.27820157952028607,-1.0
270,0.14648884102459114,0.16092764487732794,0.1348523758247902,0.2667275844576137,0.2667275844576137,-1.0
280,0.14442588608404566,0.1571952702980236,0.13235995646427476,0.25645556475558234,0.25645556475558234,-1.0
290,0.14520937457402067,0.1621965206998319,0.1333363230750624,0.2506836182136756,0.2506836182136756,-1.0
300,0.14449332559234257,0.16237760024526776,0.13229010405246588,0.23858348914011387,0.23858348914011387,-1.0
310,0.14424695177020377,0.16303537967735596,0.13213597552881826,0.22994462525580575,0.22994462525580575,-1.0
320,0.1434406896220124,0.15932748710561642,0.1313109822596225,0.22970092908028214,0.22970092908028214,-1.0
330,0.14323381677586064,0.15664624657301088,0.13227487086391035,0.21860034054059801,0.21860034054059801,-1.0
340,0.14285746489451046,0.1563269282070966,0.13202783142973679,0.21518193245739095,0.21518193245739095,-1.0
350,0.14278278577362088,0.15716375925447737,0.13301683722585597,0.2128097369794165,0.2128097369794165,-1.0
360,0.14987124055402062,0.16398592811717982,0.1360894606535481,0.209191050620118,0.209191050620118,-1.0
370,0.14986285206454208,0.16422301487018287,0.13717505846952022,0.2057414528340759,0.2057414528340759,-1.0
380,0.14928057458137195,0.15563772966244532,0.1364685523702688,0.20025607609795085,0.20025607609795085,-1.0
390,0.14934772625817594,0.15690746278678105,0.13601384242795136,0.19106418412536683,0.19106418412536683,-1.0
400,0.14656423685587566,0.1556461758818455,0.13680967192698545,0.18246125270455946,0.18246125270455946,-1.0
410,0.1472034534632603,0.15772339830681933,0.13569757502418386,0.17506497250351602,0.17506497250351602,-1.0
420,0.14673006073558761,0.1575428020348321,0.13604011724715412,0.16429070471438642,0.16429070471438642,-1.0
430,0.1464856619329546,0.15771900463045335,0.1376279504154735,0.15871360436916546,0.15871360436916546,-1.0
440,0.1463607150643328,0.1575954830316284,0.13800747522875978,0.1477723953275765,0.1477723953275765,-1.0
450,0.14632117321891036,0.1579533603821882,0.13794597267590447,0.14495728666080754,0.14495728666080754,-1.0
460,0.1467104469862184,0.15777331818309345,0.13951396955875028,0.13692714129364122,0.13692714129364122,-1.0
470,0.15005860718655142,0.16821860553737347,0.13907740491908777,0.12959629000485529,0.12959629000485529,-1.0
480,0.1506775998791933,0.16855886719799965,0.13938005135765477,0.12591112622720677,0.12591112622720677,-1.0
490,0.14991291603900164,0.16179168501457042,0.13895242654583298,0.11657220002388899,0.11657220002388899,-1.0
500,0.14931409013414923,0.16197530698827714,0.13824254818022608,0.10903479688295625,0.10903479688295625,-1.0
510,0.14944525029739747,0.15511649171508604,0.1384545849896617,0.10372033269661561,0.10372033269661561,-1.0
520,0.14844971068204713,0.15507082233610808,0.13831486004774227,0.10006906066305724,0.10006906066305724,-1.0
530,0.14800951856725303,0.16175821462574486,0.1375193563284036,0.09490550301905737,0.09490550301905737,-1.0
540,0.14838578577712336,0.15621153082929676,0.1365751140408033,0.08988582736409968,0.08988582736409968,-1.0
550,0.1495673419509955,0.15237800552212136,0.13733240783059222,0.0821823902421689,0.0821823902421689,-1.0
560,0.14920630226761294,0.15248196636518746,0.13673391246324315,0.07454628511231837,0.07454628511231837,-1.0
570,0.14927035296843413,0.15255266314973237,0.1354220475702038,0.06996959658383642,0.06996959658383642,-1.0
580,0.14914222992521056,0.15266981885386358,0.13695181013993513,0.06690160412655007,0.06690160412655007,-1.0
590,0.14950673542620496,0.15286261260160947,0.13668410141060186,0.06150690946188327,0.06150690946188327,-1.0
600,0.14979596115003985,0.15760690500787075,0.13573578720151225,0.057753113268376996,0.057753113268376996,-1.0
610,0.14939637886051155,0.1598303194229006,0.13750249504411471,0.053361628190969304,0.053361628190969304,-1.0
620,0.1490067742020346,0.15744163122075633,0.13534916991929666,0.0480525792741595,0.0480525792741595,-1.0
630,0.14899794904805372,0.15771787418739472,0.13566968184710937,0.042753699617394364,0.042753699617394364,-1.0
640,0.14929170458180271,0.15790763896263152,0.13735512101442712,0.03693564275720942,0.03693564275720942,-1.0
650,0.14968833664923567,0.15813065681439237,0.13840576267888915,0.033710515080918144,0.033710515080918144,-1.0
660,0.14957568851770453,0.15801369047135688,0.13661016090889536,0.028208726609552853,0.028208726609552853,-1.0
670,0.14965875642209514,0.158170594225287,0.13637128623922484,0.022281937233255337,0.022281937233255337,-1.0
680,0.1497176257710449,0.158213820809198,0.1354964271990048,0.017981236997259852,0.017981236997259852,-1.0
690,0.1493071425588922,0.15799647620914856,0.13595194169279587,0.014722810747150669,0.014722810747150669,-1.0
700,0.14909987298394145,0.15770718475616408,0.13627391680898399,0.011441233874955836,0.011441233874955836,-1.0
710,0.14858047897663068,0.15761047764161376,0.1363763076600328,0.00884171689236808,0.00884171689236808,-1.0
720,0.148068139574892,0.1572628923133526,0.13699917808113332,0.0028287379729484917,0.0028287379729484917,-1.0
730,0.148335321529471,0.1571216385215668,0.13699737568796733,0.0,0.0,-1.0
740,0.1478554342591843,0.15707539501791634,0.13687216276620787,0.0,0.0,-1.0
750,0.14776984769552345,0.15703697313216972,0.13706822404469932,0.0,0.0,-1.0
760,0.14765953262720932,0.1571511044223454,0.13669507815152054,0.0,0.0,-1.0
770,0.1471492074506983,0.1571567542106833,0.13743843065416578,0.0,0.0,-1.0
780,0.14708684094478522,0.1569190975301481,0.13662428606760627,0.0,0.0,-1.0
790,0.14722152268160443,0.15704968321664814,0.13545019753390936,0.0,0.0,-1.0
800,0.14692112383985723,0.15707663859255244,0.135394049557991,0.0,0.0,-1.0
810,0.14692397273253513,0.15676877838703238,0.13600688121281065,0.0,0.0,-1.0
820,0.14686875487992765,0.1566105443377533,0.13644523139088421,0.0,0.0,-1.0
830,0.14711061812580994,0.15598284248835642,0.1355648854694487,0.0,0.0,-1.0
840,0.14758936545149554,0.15599348433844282,0.1369212777472754,0.0,0.0,-1.0
850,0.14770721098669665,0.1561910216600254,0.13632167527473235,0.0,0.0,-1.0
860,0.14738547987764847,0.15622947355947697,0.13800606528482667,0.0,0.0,-1.0
870,0.14721319372107838,0.1575857158963594,0.13734311733333784,0.0,0.0,-1.0
